CreditScore,Gender,Age,Tenure,HasCrCard,EstimatedSalary,IsActiveMember
618,Male,56,7,1,142400.27,1
550,Male,22,6,1,51721.52,1
635,Female,36,9,1,196731.08,0
563,Male,30,7,1,122268.75,0
719,Male,61,5,0,29132.43,1
618,Female,40,0,1,119059.13,0
579,Male,28,6,1,145558.42,0
596,Female,29,6,1,116696.77,0
764,Female,24,7,1,186105.99,0
800,Female,49,7,0,47125.11,0
554,Male,26,8,1,177966.24,1
434,Male,71,9,1,125848.88,0
669,Female,29,7,0,50249.16,0
766,Female,26,3,1,428.23,1
581,Male,39,1,0,161655.55,0
601,Female,20,9,1,86791.9,0
675,Male,42,2,1,8567.18,0
614,Female,39,8,1,128049.34,1
712,Male,43,1,0,90905.26,1
637,Female,27,7,1,101418.05,1
501,Female,34,7,0,199805.63,1
493,Female,31,3,1,176570.28,1
577,Male,35,5,1,109794.31,1
684,Female,31,8,1,188637.05,0
607,Female,24,2,0,127560.77,1
652,Female,42,3,1,37914.12,0
601,Male,46,2,1,32683.88,1
588,Male,31,4,0,35877.03,1
682,Female,59,0,0,84803.76,1
411,Female,54,9,0,76621.49,1
506,Male,59,8,1,170679.74,1
699,Male,35,2,1,55324.49,1
586,Male,29,3,1,142238.54,1
684,Male,29,8,0,79495.01,1
433,Male,34,9,1,19687.99,0
636,Male,52,4,0,32936.44,1
785,Female,33,6,0,191961.83,0
638,Male,35,1,1,165370.66,0
664,Male,40,9,1,194767.3,0
608,Female,30,2,1,132973.17,0
744,Female,30,1,1,142210.94,1
416,Male,32,0,0,878.87,1
708,Female,42,8,1,823.36,0
590,Female,45,2,1,52167.97,0
634,Male,34,8,1,123164.97,1
690,Female,36,6,0,81292.33,0
592,Male,33,2,1,37140.2,1
673,Female,29,4,1,9796.69,1
631,Male,55,9,1,114474.98,0
749,Male,37,10,1,134526.87,1
681,Female,79,0,0,170968.99,1
836,Female,29,9,1,153747.73,1
440,Male,42,2,1,49826.68,0
707,Female,31,2,0,91423.69,0
572,Male,33,9,1,19998.31,0
640,Male,28,7,1,131097.9,1
850,Female,50,10,1,33741.84,1
521,Male,37,5,1,84908.2,1
644,Female,32,8,1,167087.34,1
658,Male,20,7,0,187638.34,0
651,Female,45,8,1,84782.42,0
653,Male,38,8,1,150468.35,0
730,Female,33,9,0,176576.62,0
619,Male,29,4,0,131712.51,1
834,Male,40,7,0,45038.74,0
761,Female,34,2,1,61251.25,0
740,Male,40,4,1,129333.69,0
737,Female,43,1,1,138510.01,0
659,Male,67,4,1,131043.2,1
582,Male,35,8,1,28750.67,1
700,Female,28,3,0,146723.72,0
806,Male,40,5,1,142838.64,1
726,Female,48,4,1,114020.06,0
798,Female,49,5,1,31686.33,1
637,Male,50,4,0,17323.0,1
559,Female,34,5,1,66879.27,1
820,Female,49,1,1,119087.25,1
632,Male,48,6,1,64345.61,0
496,Female,44,0,1,2919.21,0
525,Male,33,5,1,161002.29,0
712,Female,42,1,0,92223.59,0
698,Female,51,6,1,157143.61,0
651,Female,35,1,1,29583.48,1
471,Female,58,4,1,36315.03,1
681,Male,36,5,1,185144.08,1
562,Male,62,3,1,105986.01,0
597,Female,28,0,1,127233.39,0
801,Female,32,4,1,37898.5,1
744,Male,41,7,1,138361.48,1
608,Male,37,2,1,21967.15,0
655,Female,34,4,1,134034.32,0
738,Male,38,5,0,19233.41,1
742,Female,43,6,0,60920.03,1
806,Male,31,9,0,140168.36,1
785,Female,31,2,0,81778.72,0
850,Female,45,5,1,192744.23,1
672,Male,37,5,1,162763.01,1
798,Male,37,8,0,110783.28,0
651,Female,36,8,1,91652.43,0
595,Male,30,9,1,57862.88,1
767,Male,37,7,1,24734.25,1
682,Male,40,4,1,140745.91,1
553,Male,31,6,0,124596.63,0
601,Male,43,3,1,111249.62,1
750,Male,22,3,1,128643.35,0
762,Female,43,5,1,139971.01,1
560,Male,49,4,1,100075.1,1
750,Male,38,5,1,46555.15,1
536,Female,41,9,1,121299.14,0
514,Male,30,7,0,125010.24,1
784,Male,38,10,0,145759.93,0
722,Female,40,6,0,152883.95,1
664,Male,57,6,1,15304.08,1
639,Male,38,9,1,81861.1,1
742,Male,33,6,0,38550.4,0
718,Female,33,4,0,88592.8,0
483,Female,44,5,1,192359.9,0
587,Female,38,0,0,31730.32,0
481,Male,44,9,1,65500.53,0
667,Female,33,4,1,69011.66,0
775,Male,48,4,0,50168.41,0
709,Male,23,10,0,129590.18,0
611,Female,43,9,0,17913.25,1
528,Female,62,7,0,168507.68,0
850,Female,39,7,0,186910.74,1
588,Male,30,3,0,176858.5,0
673,Male,47,1,0,108762.16,0
626,Female,44,2,0,173117.22,1
602,Female,22,7,1,30379.6,0
679,Female,50,6,1,184017.98,1
637,Female,45,2,1,145134.49,1
646,Male,18,10,0,52795.15,1
821,Male,45,0,1,131778.58,1
639,Female,35,5,1,59653.03,0
716,Female,35,8,0,17848.3,1
624,Male,80,3,1,65801.44,1
542,Female,35,9,1,468.94,0
762,Male,53,1,1,170195.4,1
677,Female,39,0,1,147578.26,1
413,Male,35,2,1,60972.84,1
759,Male,42,4,0,121409.06,1
601,Male,44,3,1,30607.11,0
632,Male,32,6,1,170382.99,1
700,Female,82,2,0,182055.36,1
623,Male,40,6,1,66119.07,1
828,Male,34,9,1,81853.98,1
468,Male,26,1,1,64436.16,0
545,Female,60,7,0,176924.21,1
462,Male,27,4,1,80587.27,0
546,Male,42,7,1,86945.0,1
631,Female,31,8,1,190067.12,0
605,Male,52,7,1,173952.5,1
633,Male,29,10,1,184654.87,0
533,Male,36,7,0,156731.91,1
657,Female,39,4,1,97192.76,0
698,Female,50,1,1,88566.9,0
612,Female,43,4,1,77128.23,1
514,Male,35,3,1,10008.68,0
648,Female,40,5,1,667.66,1
510,Female,50,7,1,23768.01,1
634,Female,53,3,1,106345.05,1
630,Male,26,7,0,197001.15,1
744,Male,32,4,1,79812.77,1
565,Male,31,2,1,4441.54,1
491,Male,19,2,0,129690.5,0
709,Female,40,9,1,103970.58,1
681,Female,43,8,0,114659.81,0
727,Male,59,5,1,71830.1,0
483,Male,29,9,1,81634.45,1
524,Female,28,7,0,147100.72,1
702,Male,37,10,1,94728.49,1
539,Male,20,0,1,146752.67,1
706,Male,68,4,1,28601.68,1
747,Male,49,6,1,17298.72,1
820,Male,34,10,1,59553.34,1
850,Male,22,7,0,10541.38,0
521,Female,39,6,0,27375.15,1
732,Male,36,7,1,60830.24,1
699,Male,31,6,0,138396.32,0
781,Male,35,1,0,42117.9,0
666,Female,36,6,1,176692.87,0
631,Male,38,7,1,181605.85,0
470,Male,35,1,0,5962.3,0
513,Female,37,6,1,110142.34,0
584,Female,29,4,1,88866.92,0
418,Female,39,2,0,9041.71,0
723,Female,49,4,0,89972.25,1
630,Male,29,6,0,9324.31,1
565,Male,59,9,1,170705.53,1
711,Male,38,3,0,114793.45,0
524,Female,36,10,1,109614.57,0
703,Male,32,1,1,56246.72,1
358,Female,52,8,1,141959.11,0
462,Male,34,1,1,138478.2,0
723,Male,48,7,1,150694.58,1
850,Female,47,4,1,122141.13,1
630,Male,26,7,1,6656.64,1
581,Male,30,0,0,196582.28,0
704,Female,44,9,1,158742.81,0
698,Male,33,5,0,39755.0,1
812,Male,39,5,1,185599.34,1
709,Female,39,9,1,73641.86,0
544,Male,30,4,0,126796.69,1
584,Female,36,4,1,70240.79,1
590,Male,30,3,1,83090.35,0
796,Male,56,6,0,121164.6,0
597,Male,41,4,1,92090.36,1
561,Female,33,6,1,45261.47,0
580,Male,39,3,1,137041.26,0
691,Female,44,6,1,197572.41,1
502,Male,33,8,1,123509.01,1
575,Male,30,2,1,82222.86,1
616,Male,37,5,0,154957.66,0
571,Female,34,1,0,195651.66,1
455,Female,43,6,1,81250.79,1
642,Male,35,2,0,122254.86,1
640,Male,23,3,1,161333.13,0
726,Male,34,9,0,14121.61,0
714,Male,37,9,0,151280.96,1
477,Female,30,6,1,194144.45,0
636,Male,67,7,0,66753.1,1
776,Female,31,2,1,112349.51,1
687,Male,35,9,0,73133.82,1
671,Female,47,7,1,153194.32,0
491,Male,70,6,1,17818.33,1
771,Male,18,1,0,41542.95,0
562,Male,31,2,0,186370.3,1
756,Female,26,5,0,135034.57,1
628,Female,55,7,1,85890.75,0
602,Male,23,7,0,84077.6,0
524,Male,52,2,1,173899.42,0
724,Male,36,1,1,52462.25,0
670,Male,33,6,1,66979.06,0
588,Male,46,8,1,61931.21,0
660,Male,41,1,1,26025.6,0
664,Male,32,10,1,112340.2,1
850,Female,36,0,1,99019.65,1
807,Male,42,5,1,74900.9,1
623,Male,44,1,0,80828.78,1
561,Male,29,9,1,173870.39,1
582,Male,50,2,1,116944.3,1
602,Male,37,3,0,153122.73,1
641,Male,42,9,1,35367.19,0
597,Female,29,1,1,158086.33,0
709,Female,32,7,1,199418.02,1
807,Male,47,1,1,65636.92,1
646,Female,33,2,0,198208.0,0
639,Male,28,8,1,126561.07,0
779,Male,33,3,1,30804.68,0
592,Male,38,8,1,180426.2,0
629,Male,32,2,0,77965.44,1
792,Male,47,0,1,5557.88,1
696,Male,28,4,1,116471.43,1
556,Male,46,3,1,108500.66,1
771,Female,57,4,0,85876.67,0
578,Male,32,4,1,141822.8,1
550,Male,31,5,1,122221.71,1
555,Female,51,9,1,198715.27,0
729,Male,40,5,1,103396.08,0
551,Male,54,5,1,176680.16,0
544,Male,37,2,1,57558.95,1
847,Female,41,3,1,16025.17,0
579,Male,42,0,1,22497.1,1
625,Female,36,8,0,198914.8,0
806,Male,34,2,1,143711.02,0
456,Female,63,1,0,140758.07,0
701,Male,28,1,0,76304.73,1
680,Female,43,4,1,58761.33,1
649,Male,51,4,1,150390.57,1
460,Female,40,6,1,91560.63,0
710,Male,35,1,1,127951.81,1
811,Male,42,10,1,3797.79,1
654,Female,54,5,0,47139.06,1
571,Female,31,3,1,194667.92,1
555,Female,62,10,0,8444.5,1
785,Female,61,4,1,170214.82,0
457,Male,41,8,1,185750.02,1
667,Male,56,2,0,18897.78,1
721,Male,40,6,1,138564.48,0
651,Male,34,2,0,193597.94,0
622,Male,36,9,1,104852.6,1
675,Male,54,2,1,149583.67,0
845,Female,28,9,1,56185.98,1
690,Male,39,6,1,160532.88,0
844,Male,18,2,0,145936.28,0
523,Female,73,7,0,130883.9,0
763,Male,35,9,1,31372.91,1
850,Female,29,7,1,23237.25,0
455,Female,37,6,0,54398.56,1
707,Male,48,8,1,119903.2,1
575,Male,29,4,1,50368.87,1
687,Female,34,7,1,148564.76,0
749,Female,43,1,1,167179.48,1
550,Male,45,0,0,70399.71,1
659,Female,38,3,1,158553.1,0
589,Male,37,5,1,61324.87,0
550,Female,33,9,1,103608.06,1
722,Male,37,2,0,120906.83,0
526,Male,30,9,0,100995.68,0
629,Male,46,1,1,161125.67,1
521,Female,77,6,1,49054.1,1
466,Male,41,2,1,181879.56,0
684,Female,40,6,1,186976.6,0
683,Female,32,0,1,188203.58,1
780,Female,26,3,1,117144.15,0
575,Male,36,7,1,55868.97,1
667,Female,39,2,1,40721.24,0
754,Female,48,7,1,93550.53,0
422,Male,54,3,0,86350.97,1
572,Female,38,7,1,133122.62,1
535,Female,50,1,0,69531.22,0
850,Female,26,4,0,179365.1,1
643,Male,28,9,1,27149.27,0
654,Male,43,9,0,82081.35,1
782,Female,41,4,1,132943.88,0
776,Male,39,8,1,144496.07,0
594,Male,35,2,1,103480.69,0
794,Female,37,9,1,68008.85,0
785,Female,40,3,1,96832.82,1
757,Female,55,9,1,94187.47,0
763,Female,32,10,0,81310.1,1
582,Female,50,6,1,20344.02,1
575,Male,49,7,1,168080.53,1
579,Male,33,6,1,94993.04,0
797,Male,24,5,1,182257.61,0
778,Male,24,4,1,162809.2,1
540,Female,31,10,1,158027.57,1
805,Male,56,6,1,46791.09,0
737,Female,40,2,1,149381.32,0
750,Female,33,3,0,153288.97,1
775,Male,60,7,1,111558.7,1
567,Male,29,8,1,156125.72,0
580,Male,55,6,0,175750.21,1
592,Male,38,3,1,12905.89,1
524,Female,31,8,1,199725.39,0
769,Male,29,8,1,172290.61,1
535,Male,30,6,1,125710.53,1
597,Male,44,8,0,109153.04,1
730,Male,39,1,0,145679.6,0
731,Male,41,4,1,22299.27,0
639,Male,38,3,1,42862.82,0
689,Male,47,2,0,31121.42,0
850,Male,39,0,1,92748.16,1
706,Female,46,4,1,108699.59,0
623,Male,33,2,1,104079.62,1
516,Female,45,8,0,115818.16,1
682,Male,46,7,1,62615.35,1
559,Female,46,5,1,21006.1,0
628,Female,61,1,1,149922.38,1
710,Female,36,4,1,58601.61,0
692,Female,49,9,1,178342.63,0
600,Male,34,0,0,3756.23,1
554,Female,44,9,0,115091.38,0
659,Male,31,7,1,104533.51,1
632,Female,40,9,1,93702.96,0
710,Female,33,2,1,72945.32,0
617,Male,34,1,1,105965.25,0
602,Male,33,5,0,180716.1,1
724,Male,30,10,1,54265.55,1
663,Female,58,5,0,74176.71,1
585,Male,50,2,1,9439.31,0
484,Female,29,4,1,164017.89,0
627,Female,35,7,0,193022.44,1
530,Female,36,2,1,14721.8,1
683,Male,56,7,0,97629.31,0
567,Male,44,9,1,87677.15,0
625,Male,31,4,1,75335.68,0
718,Female,25,7,1,30380.12,0
608,Male,42,10,1,38866.85,0
650,Female,50,7,0,42028.16,0
616,Female,36,6,0,15462.84,0
554,Male,46,4,0,57320.92,1
523,Male,63,6,1,119404.63,1
692,Male,66,4,1,118188.15,1
511,Male,45,5,1,193160.25,0
646,Female,44,2,0,53072.49,0
660,Female,28,3,1,198069.71,1
759,Female,33,2,1,56583.88,0
513,Female,42,10,0,73151.25,1
649,Male,41,0,0,130567.02,1
850,Female,38,2,0,23974.85,1
556,Male,40,5,1,95124.4,1
535,Female,40,8,1,27689.77,1
607,Male,36,8,1,76744.72,1
744,Male,30,1,1,121525.48,0
645,Male,33,8,0,149913.84,0
757,Male,23,2,1,93991.65,0
591,Male,33,9,1,118782.06,0
525,Female,25,10,1,69361.95,0
481,Female,28,10,1,145215.96,0
491,Female,72,6,1,7032.95,1
538,Female,62,3,0,17682.02,0
716,Male,39,1,1,76476.05,1
632,Female,28,5,0,145157.97,1
529,Male,35,5,1,112781.5,1
582,Female,29,0,1,84012.81,1
709,Male,42,9,0,77142.85,1
653,Male,55,7,1,41967.03,1
553,Female,25,7,1,20682.46,0
731,Male,46,10,1,153015.42,0
581,Male,31,3,0,89040.61,0
563,Male,24,7,0,16319.56,0
742,Female,28,2,1,108457.99,0
554,Female,22,8,0,142670.61,1
650,Female,64,7,1,32275.09,0
655,Female,59,7,1,88958.49,0
522,Female,41,7,0,176780.39,1
739,Male,38,0,1,12796.43,0
651,Female,45,6,1,85869.89,0
606,Male,48,4,0,36091.91,0
643,Male,37,6,0,142454.77,0
578,Male,37,1,1,199428.19,0
702,Male,30,2,1,145537.32,1
688,Female,51,5,1,91624.11,0
523,Male,60,1,0,57061.71,1
612,Female,31,8,1,54129.86,1
589,Female,46,10,0,168369.37,1
529,Female,27,1,1,37769.98,1
502,Female,40,7,0,196278.32,0
464,Male,37,4,0,143665.44,0
529,Male,46,8,0,126511.94,0
653,Female,74,0,1,160348.31,1
614,Female,36,1,1,73329.08,1
567,Female,35,5,1,127827.18,0
545,Female,33,7,1,150452.88,0
632,Male,41,3,0,177644.52,0
470,Female,31,2,1,45033.75,0
637,Female,41,9,1,145477.36,0
642,Female,39,4,1,76821.24,1
561,Female,31,1,1,65234.6,1
746,Female,21,8,0,194563.65,1
517,Male,56,9,0,39488.04,0
518,Female,41,5,1,89327.67,0
373,Male,42,7,1,77786.37,0
803,Male,43,3,1,72051.44,0
597,Female,24,1,1,60420.07,0
719,Female,37,9,1,25803.59,0
681,Male,43,3,1,18772.5,1
699,Male,43,2,1,82815.93,0
536,Male,23,6,1,120661.71,0
527,Male,53,8,1,51711.57,1
729,Male,36,8,1,177130.33,0
451,Female,38,9,1,167538.66,1
778,Female,48,3,1,182691.31,0
679,Female,26,3,1,184800.27,1
777,Male,37,1,1,126837.72,1
614,Male,38,2,1,105140.92,0
757,Male,30,3,0,198341.15,1
756,Female,24,1,1,184182.25,0
479,Male,40,1,0,114996.43,0
588,Female,64,3,1,189703.65,1
465,Female,51,8,0,181297.65,0
591,Female,56,9,1,196241.94,1
622,Male,31,5,1,2578.43,1
594,Male,28,0,1,129084.82,0
641,Male,42,3,1,166516.84,1
694,Female,37,3,1,147012.22,1
656,Male,69,6,1,36108.5,1
752,Female,35,2,1,44335.54,0
800,Female,38,2,1,68052.08,0
675,Female,38,1,0,22068.83,0
483,Male,48,1,1,110059.38,1
576,Female,36,8,1,23305.85,1
599,Female,31,3,1,130086.47,1
680,Male,31,9,1,36145.53,0
607,Female,33,8,0,130824.57,1
679,Female,28,9,0,61761.77,1
493,Male,36,9,1,65816.53,1
569,Female,43,7,1,77703.19,1
646,Male,38,7,1,1528.4,0
530,Female,33,4,1,172930.28,1
829,Female,37,3,0,1114.12,0
759,Female,74,6,1,48244.64,1
837,Male,38,2,1,79577.38,1
695,Male,46,7,1,133007.34,0
518,Male,50,4,0,107112.25,0
626,Male,21,1,1,66232.23,0
695,Female,36,2,0,167749.54,1
668,Male,34,5,0,56780.97,0
497,Male,47,6,1,90055.08,1
638,Female,41,9,1,73979.85,0
730,Female,37,1,1,124364.63,1
571,Male,49,4,0,523.0,0
784,Male,35,3,0,81483.64,0
697,Female,76,7,0,188772.45,1
755,Female,30,6,0,62688.55,1
458,Male,36,5,1,79723.78,0
470,Male,34,9,0,89013.67,1
503,Female,36,9,1,16274.67,1
492,Female,52,8,1,10014.72,0
490,Male,40,6,0,190889.13,0
757,Male,36,7,0,130861.95,0
606,Female,39,3,1,50560.45,0
577,Female,30,8,0,126434.61,1
724,Male,30,7,1,15216.53,0
627,Male,62,3,1,143104.3,1
780,Male,34,5,1,177235.21,0
585,Male,45,0,0,189683.7,0
754,Male,35,4,1,9658.41,1
609,Male,34,1,1,181177.9,1
613,Male,33,3,1,57751.21,1
607,Male,36,10,0,198313.69,0
631,Female,31,2,1,127630.88,0
593,Male,26,9,1,167564.82,0
710,Male,33,1,1,168313.17,0
791,Male,28,4,1,174435.48,0
724,Male,41,2,0,199645.45,1
663,Female,53,6,0,151317.27,1
642,Female,40,6,0,86099.23,1
622,Female,34,7,1,138906.85,0
669,Male,43,1,0,15602.8,1
598,Female,64,9,0,13181.37,1
754,Male,28,8,1,52615.62,1
466,Female,41,3,1,178994.13,0
604,Male,33,3,1,42171.13,0
600,Female,38,9,1,58855.85,1
634,Male,37,5,0,168781.8,0
687,Male,31,3,0,48228.1,0
803,Female,50,8,0,22457.25,0
429,Female,39,6,1,74870.99,0
586,Female,56,9,1,54448.41,1
644,Male,37,9,1,96442.86,1
850,Male,40,4,0,44406.17,1
706,Female,28,6,1,50299.14,1
622,Male,27,9,1,152733.89,1
758,Female,34,3,1,124226.16,1
749,Male,24,1,1,47911.03,1
451,Female,23,9,0,48021.71,1
850,Female,43,8,1,54949.73,0
599,Female,39,4,1,194273.2,0
727,Male,28,1,1,40357.39,0
470,Male,30,4,1,68293.93,0
645,Male,40,6,1,194656.11,1
599,Male,33,4,1,111622.76,0
566,Male,63,2,1,52198.84,1
523,Male,27,8,1,147059.16,0
695,Male,45,3,1,30793.61,1
657,Male,30,1,1,23317.88,1
597,Male,33,9,1,49374.82,0
575,Female,40,1,1,181294.39,0
724,Female,69,5,1,62280.91,1
694,Female,35,7,1,133570.43,0
713,Male,53,6,0,191521.32,0
707,Female,49,10,1,82967.97,0
812,Female,49,8,0,91556.57,0
558,Male,45,4,1,131807.14,0
631,Female,22,6,1,63747.51,1
603,Male,57,6,1,87412.24,1
779,Female,48,2,0,98912.69,0
492,Male,39,7,0,71323.23,1
582,Male,31,2,1,33747.03,1
605,Female,51,3,1,67110.59,1
632,Male,41,0,0,105570.39,1
626,Female,52,0,1,32159.46,0
770,Male,36,2,1,105922.69,1
622,Male,43,8,1,100618.17,0
555,Male,30,1,0,88146.86,0
802,Male,37,9,0,119782.89,1
717,Male,31,4,0,41176.6,0
600,Male,37,1,0,88669.89,1
650,Male,25,7,1,28391.52,1
696,Male,24,9,0,10883.52,0
718,Male,43,5,1,32999.1,0
599,Male,46,9,1,31368.08,1
731,Female,21,8,1,106663.46,0
415,Male,53,5,1,22357.25,1
670,Female,42,5,1,100324.01,1
753,Female,62,6,1,136398.9,1
631,Male,51,8,1,171587.9,0
466,Female,47,5,1,183536.24,1
501,Male,27,4,1,132104.76,0
782,Female,35,4,1,119565.34,1
616,Male,31,7,1,163809.08,1
712,Female,29,7,1,84932.4,1
786,Male,32,2,0,79602.86,0
652,Female,36,1,1,19302.78,1
624,Male,26,9,0,31231.35,0
676,Male,31,3,1,124777.14,1
637,Male,51,1,1,55266.96,0
804,Female,50,4,1,8546.87,1
617,Female,45,1,1,143298.06,0
540,Female,31,7,0,183051.6,1
653,Male,43,0,1,27862.58,0
561,Male,28,6,1,70548.96,1
710,Male,34,8,0,1561.58,1
444,Male,43,3,1,159131.21,1
637,Female,33,7,1,84419.78,0
684,Female,56,3,1,80593.49,1
748,Female,31,1,1,199255.32,0
779,Male,27,1,1,190623.02,1
728,Female,43,5,1,120088.17,1
711,Male,51,7,1,38409.79,0
670,Female,29,9,1,27359.19,0
635,Male,24,4,1,70668.77,1
625,Male,43,4,1,71216.6,0
608,Male,48,7,1,125762.95,0
740,Female,37,5,1,27528.4,1
763,Female,31,4,0,50404.72,0
732,Male,41,8,1,170886.17,1
671,Female,31,6,1,145567.34,0
452,Female,35,8,1,149614.81,1
814,Male,49,8,0,157822.54,0
726,Female,26,1,1,19225.85,1
658,Male,21,7,0,154279.87,1
693,Female,28,8,1,158545.25,1
608,Male,31,7,1,60901.72,0
505,Male,43,5,1,171070.52,0
576,Male,33,3,0,190112.05,1
611,Female,30,9,1,196332.45,0
680,Male,44,7,0,72330.46,1
793,Female,41,3,1,102921.17,0
588,Female,48,1,1,31580.8,0
600,Male,29,8,0,34747.43,1
511,Female,46,1,1,115779.48,1
733,Female,38,3,0,19658.43,0
511,Female,75,9,0,105425.18,1
507,Male,36,9,1,119110.03,0
655,Female,27,9,0,108008.05,0
850,Male,31,6,1,178747.43,1
609,Male,31,9,1,150218.11,1
767,Male,31,6,1,195668.0,1
625,Female,37,4,1,35625.41,0
555,Male,33,5,0,121789.3,1
662,Male,64,0,0,42730.12,1
583,Female,26,10,1,96792.15,0
607,Female,32,7,0,10674.62,1
679,Female,37,8,0,174873.09,1
655,Female,35,1,1,88798.02,0
527,Male,33,9,0,98734.15,0
714,Female,55,9,1,100127.71,1
559,Female,43,1,1,196645.87,1
833,Male,47,2,1,182247.77,1
771,Female,23,7,1,72990.62,0
743,Male,45,10,1,22512.44,0
644,Male,48,8,0,44965.54,1
646,Male,48,8,1,175657.55,1
555,Male,40,10,1,105720.09,1
685,Male,35,4,1,113639.64,0
743,Male,59,5,1,192127.22,1
675,Female,57,8,0,95463.29,1
785,Female,36,2,0,36976.52,1
613,Male,69,9,0,8751.59,1
672,Male,39,2,1,87372.49,0
635,Female,44,2,0,113291.75,1
738,Male,31,9,1,41970.72,0
740,Male,44,9,0,96528.0,1
653,Male,35,6,1,23864.21,1
603,Female,56,5,1,162223.67,0
678,Female,60,2,1,43821.56,1
682,Male,26,8,1,178373.43,0
707,Male,32,9,0,30807.02,0
601,Male,35,2,1,118983.18,1
645,Male,43,9,1,11302.7,0
679,Female,40,7,1,163757.29,1
530,Male,23,1,1,165227.23,1
702,Male,28,1,1,40321.87,1
673,Male,32,8,1,116969.73,0
850,Male,28,2,1,35337.31,1
706,Male,28,3,0,181543.67,1
608,Female,40,8,0,61164.45,0
775,Female,30,10,1,96170.38,1
820,Female,39,1,1,61538.43,0
671,Male,34,10,1,140509.86,0
785,Female,39,1,1,163798.41,0
641,Female,40,4,1,51703.09,1
603,Female,55,7,1,139469.11,0
662,Male,20,9,0,73107.53,0
744,Female,39,6,0,10662.58,0
527,Male,28,6,1,79919.97,0
609,Male,41,6,0,112585.19,1
450,Male,25,9,0,195463.35,1
647,Female,29,2,1,179032.68,0
414,Male,38,8,0,77661.12,1
548,Male,32,5,1,155165.61,1
678,Male,83,6,0,92934.41,1
591,Female,34,3,0,30972.06,0
530,Female,29,5,0,121451.21,0
698,Male,29,5,1,152723.23,1
640,Female,33,6,1,113048.79,1
775,Male,29,10,1,68143.93,1
669,Female,47,9,1,58170.24,0
566,Male,42,3,1,157486.1,1
644,Male,33,7,0,43943.09,1
629,Male,31,6,1,130862.11,1
618,Female,40,1,1,54495.82,1
684,Male,56,8,1,99398.36,1
716,Male,33,2,1,92916.53,1
584,Male,36,4,0,83058.14,0
798,Female,60,6,1,31907.44,0
787,Female,40,6,1,84151.98,1
620,Female,29,3,0,153392.28,1
850,Male,51,3,1,12457.76,1
555,Male,62,4,0,43507.1,1
834,Female,28,6,1,74287.53,0
426,Female,34,3,1,61230.83,1
713,Female,42,3,0,82565.01,0
624,Male,55,7,1,95022.02,1
697,Female,25,5,1,128373.88,1
603,Male,31,1,1,109145.2,0
554,Female,39,10,1,32824.15,0
580,Female,65,1,0,103182.46,1
850,Female,55,10,1,155879.57,0
684,Female,48,10,1,198129.36,1
698,Male,55,8,1,144584.29,1
510,Female,44,4,1,28461.29,0
793,Male,35,2,1,79704.12,1
666,Female,36,3,0,139435.12,0
637,Female,36,9,1,72504.76,1
685,Female,43,1,1,41876.98,1
741,Male,38,4,1,58440.43,0
577,Female,39,4,1,91366.42,0
695,Male,45,9,0,77330.35,1
679,Male,45,3,1,48466.89,0
660,Male,31,9,1,139874.43,1
579,Male,35,1,1,4460.2,0
732,Male,55,9,0,3268.17,1
549,Male,36,6,0,83983.39,0
635,Female,32,8,1,19367.98,1
598,Male,38,0,0,158111.71,0
660,Male,38,4,0,88080.43,0
671,Female,34,6,0,156917.12,0
566,Female,35,1,1,66245.44,0
605,Female,43,8,1,23970.13,0
518,Male,38,3,0,162304.59,1
758,Female,33,7,0,82996.47,0
607,Male,61,2,1,35786.76,1
543,Male,22,8,0,127587.22,0
622,Male,37,4,1,4459.5,0
690,Male,44,9,0,35342.33,0
742,Female,25,4,1,129933.5,0
707,Female,33,2,1,83335.78,1
687,Male,34,7,0,28698.17,1
637,Male,40,8,1,174536.17,1
705,Female,37,3,1,36320.87,1
743,Male,43,2,0,93228.86,1
725,Male,45,1,0,24218.65,0
727,Female,52,1,1,80259.67,0
602,Female,48,7,0,127095.14,0
663,Female,46,6,1,21038.58,1
683,Female,39,2,1,109201.43,0
719,Male,36,3,1,199841.32,1
645,Female,38,5,0,4400.32,1
700,Male,46,5,1,98273.01,0
518,Female,27,1,1,143315.57,1
731,Male,29,5,0,112010.02,0
487,Male,24,7,1,98570.01,1
799,Male,31,9,0,88604.89,1
582,Male,41,1,1,128528.83,0
660,Male,37,2,1,23291.83,0
747,Male,37,9,1,85470.45,0
742,Female,44,8,0,17375.27,1
658,Female,44,6,1,130529.13,0
667,Male,23,1,1,91573.19,0
659,Male,29,6,1,56971.41,1
510,Female,32,1,0,28515.17,1
709,Female,36,7,0,42085.58,1
805,Male,39,2,0,166650.32,0
606,Female,46,8,1,183717.94,1
554,Female,45,6,1,181204.5,1
645,Female,36,8,1,12096.61,1
737,Male,45,10,1,1364.54,0
764,Female,24,0,1,88724.49,0
598,Female,35,8,0,88658.73,1
729,Female,42,7,1,58268.2,0
639,Male,32,9,1,111340.36,0
788,Female,57,8,1,180150.49,1
718,Male,40,9,0,121537.91,0
659,Female,42,2,0,162734.31,0
509,Male,38,2,0,168460.12,0
694,Male,30,2,0,15039.41,1
576,Male,55,9,1,94450.97,1
768,Male,54,8,1,69381.05,1
850,Male,32,4,1,180622.02,1
537,Female,53,3,1,91406.62,1
560,Female,43,4,1,123181.44,0
